YEAR,MONTH,LAT,LONG,CO2,CH4,CO,H2,WET,CLD,VAP,PRE,FRS,DTR,TMN,TMP,TMX,GLO,ETR,ETRN
1997,6,30.475,-99.75,365.2555003,1796.037782,128.5806909,534.062952,732,538,211,1361,87,126,185,248,311,6361.867359,11448.41953,18587.85605
1997,7,30.475,-99.75,361.8272354,1796.848818,91.3106329,525.2984003,250,488,232,220,0,137,213,281,350,6764.821523,11236.19849,18306.80631
1997,8,30.475,-99.75,360.0483462,1782.559068,88.3735561,514.5863378,586,448,233,497,0,141,209,279,350,6246.721934,10501.29891,17546.18122
1997,9,30.475,-99.75,359.0379422,1793.245957,97.14638878,503.8741852,396,549,215,321,0,142,189,260,331,5408.287424,9262.704831,16610.93977
1997,10,30.475,-99.75,362.3028971,1825.351697,134.8311994,506.9806939,637,492,151,659,51,136,128,196,264,4067.861631,7675.995036,15642.56298
1997,11,30.475,-99.75,364.0907657,1814.696105,126.4938729,492.8010092,428,538,95,212,677,136,52,120,188,2802.806428,6202.002063,14779.61304
1997,12,30.475,-99.75,366.21391,1831.121536,155.5999706,498.3782471,1028,575,68,687,1536,155,5,83,160,2712.964302,5479.287426,14357.65001
1998,1,30.475,-99.75,366.9093681,1813.695748,182.4778142,515.598739,648,566,78,346,881,164,37,119,201,2577.032992,5912.053243,14683.83558
1998,2,30.475,-99.75,367.7467108,1819.449175,152.964358,518.3719823,678,448,85,416,606,148,39,113,187,3997.511023,7230.512521,15530.33475
1998,3,30.475,-99.75,369.1461712,1830.020728,167.1088942,526.1959243,770,525,94,420,427,139,68,138,208,5044.514041,8858.83114,16521.36166
1998,4,30.475,-99.75,369.6350954,1824.665727,165.9790949,530.3404644,105,611,119,17,329,167,103,186,270,6931.301339,10278.88435,17484.08478
1998,5,30.475,-99.75,369.497766,1823.201177,162.4691341,558.1291231,191,569,205,28,0,164,181,263,345,6557.267156,11144.31353,18246.97239
1998,6,30.475,-99.75,366.6217619,1825.621535,145.5356877,545.7885539,312,533,235,139,0,149,211,286,361,6966.77036,11447.43308,18586.20676
1998,7,30.475,-99.75,365.9769833,1818.311519,138.3307037,555.1382729,249,571,250,114,0,146,226,299,372,7196.624309,11240.18457,18313.63582
1998,8,30.475,-99.75,362.9811636,1809.77419,116.6778453,545.1841603,481,515,235,889,0,131,201,266,332,5684.807931,10510.20696,17556.70012
1998,9,30.475,-99.75,363.4696696,1808.818321,108.2762408,534.6182017,409,577,218,291,0,128,193,257,321,5033.825708,9275.643349,16620.46173
1998,10,30.475,-99.75,365.8903497,1847.038268,164.0056862,523.5547955,813,553,162,1239,0,108,150,204,258,3744.583251,7690.085565,15651.58308
1998,11,30.475,-99.75,367.7372446,1834.859088,145.9334171,528.4791349,459,535,116,247,0,117,90,148,207,2874.835871,6212.204036,14787.38924
1998,12,30.475,-99.75,367.7428382,1835.652891,142.6554952,521.3050448,626,467,72,206,1162,136,25,93,161,2542.552043,5481.196773,14359.24395
1999,1,30.475,-99.75,370.3120326,1837.95135,152.0735091,530.6485981,521,543,74,154,980,179,21,110,200,3464.007265,5904.069106,14677.93534
1999,2,30.475,-99.75,371.3078202,1837.5711,158.4227045,533.8223178,100,483,96,10,101,171,58,143,229,3819.671585,7216.795827,15520.1487
1999,3,30.475,-99.75,371.8154426,1837.354641,167.4204909,539.1045066,877,557,102,617,89,129,87,151,216,4225.486654,8844.412788,16510.93
1999,4,30.475,-99.75,372.1164169,1826.319547,150.8053727,541.5307714,363,646,137,185,0,136,132,200,268,5726.436876,10268.04472,17474.58306
1999,5,30.475,-99.75,371.9951198,1834.007629,150.8205599,537.4065288,475,592,187,336,0,126,173,236,299,5958.118292,11138.94968,18241.4528
1999,6,30.475,-99.75,371.4371537,1816.448662,113.75147,539.5515965,721,583,220,955,0,117,203,261,320,6221.062916,11446.62377,18586.77416
1999,7,30.475,-99.75,366.7772846,1778.642058,83.34960586,534.3949244,496,503,225,223,19,135,203,271,338,6667.26015,11244.17288,18316.06038
1999,8,30.475,-99.75,365.0242649,1796.061693,79.91386553,536.3130537,242,456,245,224,0,149,211,286,361,6650.688591,10519.13941,17563.83922
1999,9,30.475,-99.75,363.229247,1808.198739,90.31326026,509.4818948,384,548,193,195,44,148,175,249,323,5926.767797,9288.508495,16630.2227
1999,10,30.475,-99.75,366.0536451,1807.707136,97.22504403,507.2399398,377,509,137,207,282,161,113,193,274,4637.461847,7704.037608,15659.37825
1999,11,30.475,-99.75,368.9360198,1827.008124,103.6970029,506.7769792,30,477,105,3,184,164,73,155,237,3848.930503,6223.198504,14793.57633
1999,12,30.475,-99.75,370.8712721,1829.568412,107.9484061,510.369905,432,509,68,57,1288,167,18,102,185,2989.205243,5483.191177,14358.24774
2000,1,30.475,-99.75,371.1363141,1822.128252,103.5609823,523.9006195,488,596,80,270,958,163,31,113,195,3372.366506,5896.163072,14672.43341
2000,2,30.475,-99.75,374.1277899,1837.037763,140.0268811,526.115634,454,489,99,200,4,159,68,148,228,3840.065266,7230.764869,15525.44856
2000,3,30.475,-99.75,372.5017921,1828.967452,135.6277581,524.8657619,478,524,112,248,0,152,101,177,253,4816.596214,8883.798645,16534.14902
2000,4,30.475,-99.75,373.073753,1828.355911,139.6343319,530.7345224,332,670,141,181,0,143,138,210,282,5767.107531,10295.97882,17493.09053
2000,5,30.475,-99.75,373.0762031,1817.695619,127.8204356,535.0051216,745,625,216,630,0,135,198,266,333,6270.279917,11152.13843,18254.66325
2000,6,30.475,-99.75,370.9185768,1793.713229,90.91952427,531.5019015,803,608,230,1380,0,108,208,262,316,6069.367868,11447.47974,18585.54949
2000,7,30.475,-99.75,369.1327236,1785.450014,83.42028751,535.8670534,257,447,225,52,0,147,220,294,368,7256.174335,11232.93203,18301.60689
2000,8,30.475,-99.75,367.6240129,1787.871755,81.72013868,524.9571181,121,479,235,26,0,147,215,288,362,6680.478288,10495.12251,17544.91419
2000,9,30.475,-99.75,367.1847443,1786.068447,83.94820706,514.5938919,499,532,202,337,58,154,180,257,334,5687.159896,9253.369127,16608.13198
2000,10,30.475,-99.75,368.2614975,1812.973414,94.92946895,503.8470855,839,607,169,1058,0,85,153,195,238,2862.18514,7664.877234,15638.52711
2000,11,30.475,-99.75,370.189506,1827.323582,104.7695561,498.7422178,730,597,94,735,675,101,58,108,159,2616.779931,6193.216736,14779.01086
2000,12,30.475,-99.75,372.1780109,1831.760889,120.9318871,501.2413593,627,508,66,285,1650,114,9,66,123,2548.517643,5478.273681,14359.09824
2001,1,30.475,-99.75,374.4794365,1838.892524,130.0222745,511.9238252,751,675,67,469,1276,136,7,75,143,2856.918637,5921.134862,14690.94724
2001,2,30.475,-99.75,374.1900574,1821.910734,122.3539404,516.5107896,650,547,85,443,432,127,52,115,179,3167.716536,7246.036489,15539.52646
2001,3,30.475,-99.75,374.520824,1831.696649,134.8479148,527.5761902,767,613,92,441,610,114,63,120,177,3923.092892,8874.695822,16533.13598
2001,4,30.475,-99.75,375.0367423,1832.124437,141.6271259,522.8135326,461,684,142,225,0,120,139,199,259,4921.530664,10290.99461,17493.93334
2001,5,30.475,-99.75,374.2732872,1811.301707,113.9678069,532.181109,664,590,191,579,0,132,174,240,306,6420.450532,11151.18263,18255.41541
2001,6,30.475,-99.75,371.9030015,1792.117263,101.6834328,537.896313,333,507,221,326,0,142,206,277,348,7026.262032,11448.37884,18588.36582
2001,7,30.475,-99.75,373.1995498,1780.704734,84.85008067,544.0106467,179,488,247,43,0,138,225,294,363,7415.459746,11235.15987,18306.46727
2001,8,30.475,-99.75,370.1912711,1781.413562,85.55457909,527.6905297,753,485,226,1306,0,130,214,279,344,6147.784646,10500.19663,17543.91843
2001,9,30.475,-99.75,369.8681653,1794.989398,91.78702736,519.05205,725,550,201,676,69,124,175,237,299,5406.526236,9260.851989,16608.59847
2001,10,30.475,-99.75,369.4941139,1810.305822,100.0021787,510.3345346,337,509,146,195,123,139,123,192,262,4431.512595,7674.695429,15641.26073
2001,11,30.475,-99.75,372.4425439,1835.36546,120.281884,501.0770781,756,539,117,605,0,115,97,154,212,2807.031468,6201.0838,14779.39305
2001,12,30.475,-99.75,374.3996492,1835.99822,119.5359028,500.6156461,898,504,74,574,995,138,29,98,167,2768.110884,5479.317637,14358.67743
2002,1,30.475,-99.75,374.4079476,1817.047096,114.3890267,513.8572772,327,593,76,64,837,137,36,104,173,3012.914153,5913.183052,14684.84456
2002,2,30.475,-99.75,375.1174517,1831.210941,138.3540111,514.6594693,502,552,73,295,1158,139,22,91,161,4122.870427,7232.603789,15531.04963
2002,3,30.475,-99.75,375.7035271,1827.487418,140.3896443,519.6619798,719,554,97,391,482,145,69,141,214,4575.445908,8860.379667,16522.98585
2002,4,30.475,-99.75,377.3802079,1846.344097,147.3483125,522.9837722,463,678,156,441,0,114,156,213,270,5294.314021,10280.31746,17486.05944
2002,5,30.475,-99.75,375.3172849,1822.36037,134.8073283,519.1226793,714,595,195,367,0,119,180,239,299,6360.960482,11145.41914,18248.59806
2002,6,30.475,-99.75,374.3921648,1847.811925,115.2566861,523.6534458,310,530,231,180,0,109,218,272,327,6811.560467,11447.5566,18586.62625
2002,7,30.475,-99.75,372.8348994,1814.16984,114.688827,538.4970019,744,548,230,679,0,105,214,266,319,5876.688251,11239.2294,18312.2957
2002,8,30.475,-99.75,369.5928556,1831.203484,117.8704093,524.909461,295,463,249,105,0,123,224,285,347,6543.538979,10509.14187,17555.05937
2002,9,30.475,-99.75,371.0585939,1828.132597,115.4342038,517.9530773,696,601,205,907,0,119,185,245,305,5255.038877,9274.070722,16619.50464
2002,10,30.475,-99.75,373.2550842,1839.271118,128.0574939,505.7124661,862,543,163,1262,0,85,144,186,229,3391.284679,7688.645144,15650.48904
2002,11,30.475,-99.75,374.3684138,1841.785232,129.7131531,509.815864,573,536,97,235,663,120,59,119,179,3249.583823,6211.221619,14786.91841
2002,12,30.475,-99.75,377.1961051,1918.707915,153.8455639,499.5775456,929,482,78,672,924,124,35,97,159,2791.909427,5481.128713,14358.41684
1990,1,30.475,-97.25,356.0138735,1766.45365,126.2617017,533.8178191,948,582,96,384,300,129,75,139,204,2859.863953,5957.635089,14518.73873
1990,2,30.475,-97.25,356.777818,1762.1035,146.0838805,536.0459987,890,582,105,932,58,125,89,151,214,3682.046689,7242.109492,15361.39179
1990,3,30.475,-97.25,357.1662946,1759.403486,140.808993,540.289654,1146,695,125,622,0,84,127,169,211,3974.18401,8889.011189,16356.97264
1990,4,30.475,-97.25,358.1058573,1762.308369,123.2889317,541.138024,892,666,160,803,0,108,156,210,264,4945.449069,10294.26424,17321.10325
1990,5,30.475,-97.25,358.2265994,1762.859202,121.7273248,553.4537747,943,653,208,1123,0,119,199,258,318,5787.960089,11200.09,18089.86379
1990,6,30.475,-97.25,356.6109067,1745.641176,104.2318229,546.2118357,503,509,291,339,0,129,235,300,365,7067.977484,11535.08209,18448.59506
1990,7,30.475,-97.25,353.7496076,1740.593445,107.6441039,545.1277185,965,485,249,822,0,115,228,285,343,6191.724475,11348.87264,18207.89366
1990,8,30.475,-97.25,350.6071724,1741.183995,91.91734086,532.6693221,538,439,251,188,0,130,233,298,363,6477.206091,10614.4904,17477.80619
1990,9,30.475,-97.25,350.7935119,1761.966174,94.30822499,541.223638,921,543,240,945,0,112,220,276,332,4793.323347,9427.660469,16552.99273
1990,10,30.475,-97.25,353.933317,1774.31469,156.4302303,539.597656,564,389,165,911,0,148,138,212,286,4698.739376,7842.735252,15579.02057
1990,11,30.475,-97.25,354.854235,1777.310777,101.9753185,540.9615445,890,533,134,1227,0,118,120,179,238,3263.695216,6337.11488,14689.12148
1990,12,30.475,-97.25,355.6147971,1775.853575,122.6148396,524.630644,553,551,86,172,1188,128,43,107,171,2658.602026,5581.2145,14221.81355
1991,1,30.475,-97.25,356.7347348,1774.319074,141.5644963,545.9234451,1310,689,78,2052,897,72,51,87,123,2126.747189,5901.777757,14677.4197
1991,2,30.475,-97.25,357.9533305,1774.94505,115.0397326,541.6643818,784,586,102,664,290,121,79,139,200,3314.770948,7213.270683,15516.80593
1991,3,30.475,-97.25,359.049948,1787.55793,170.3733666,544.7573874,757,571,130,212,0,132,112,178,244,4433.338548,8840.532365,16508.55483
1991,4,30.475,-97.25,359.9735295,1771.310951,170.6757116,556.740592,629,656,162,961,0,116,162,220,278,4752.647944,10265.20393,17469.97137
1991,5,30.475,-97.25,359.6845232,1769.405517,151.718568,561.2039957,899,651,214,1148,0,99,202,251,301,5194.418275,11137.32834,18239.15689
1991,6,30.475,-97.25,357.8084801,1754.505149,127.7725395,550.7832621,742,565,241,1211,0,110,221,276,331,6341.789291,11446.26295,18586.32757
1991,7,30.475,-97.25,355.3616529,1744.522674,111.5225564,562.2031475,677,489,259,299,0,127,225,289,353,6571.87278,11245.24275,18320.37886
1991,8,30.475,-97.25,352.7378466,1727.489586,87.14357881,555.2698505,817,477,244,841,0,129,228,293,358,6013.772778,10521.53346,17567.75304
1991,9,30.475,-97.25,351.137826,1774.124199,107.2441858,532.6102092,964,580,228,776,0,108,198,252,306,4665.087168,9292.225511,16632.73447
1991,10,30.475,-97.25,353.7464818,1766.0445,116.2779585,527.953905,658,424,165,794,0,150,152,227,302,4133.514256,7708.3398,15662.73769
1991,11,30.475,-97.25,355.6589326,1792.90711,131.2999083,544.3775521,595,564,110,479,264,124,78,140,202,2843.334663,6225.540278,14796.15966
1991,12,30.475,-97.25,358.0673109,1793.647578,131.4940925,530.1184169,1581,756,107,2390,0,77,81,119,158,1847.139116,5483.12738,14360.00608
1992,1,30.475,-97.25,359.347531,1803.810293,146.2937593,548.6799709,1294,757,89,1220,523,84,61,103,145,2203.913768,5893.805407,14670.49386
1992,2,30.475,-97.25,359.3909802,1799.889838,163.2882138,543.2814289,1058,631,110,1487,0,109,93,148,203,3250.65498,7227.239749,15522.69854
1992,3,30.475,-97.25,359.8646047,1795.682369,163.6384354,542.5771365,770,624,126,1183,0,121,114,174,235,4331.474769,8879.674358,16531.28437
1992,4,30.475,-97.25,359.8876585,1786.106443,158.9515362,543.1706567,837,662,162,404,0,109,148,202,257,5274.871991,10292.83995,17491.07952
1992,5,30.475,-97.25,359.689904,1782.215564,152.1193168,542.2318893,1258,676,216,2231,0,94,183,230,277,5302.074172,11150.28212,18251.22122
1992,6,30.475,-97.25,357.3074882,1759.534771,110.3809906,537.2886601,888,549,260,1442,0,115,218,276,333,6675.986049,11446.82009,18586.45212
1992,7,30.475,-97.25,356.8695679,1772.681204,123.9543755,541.4694383,692,542,276,357,0,112,234,290,346,6566.518315,11234.17083,18306.07552
1992,8,30.475,-97.25,353.5553773,1761.697907,119.4777501,544.3657078,503,487,252,325,0,138,208,277,346,6249.697658,10497.99622,17546.35778
1992,9,30.475,-97.25,351.6612242,1773.026534,105.1582287,539.5954818,675,500,238,413,0,134,207,274,341,5274.772257,9257.173649,16611.77371
1992,10,30.475,-97.25,355.0115327,1796.469456,120.977764,522.6339301,301,398,170,316,0,161,148,228,309,4404.589407,7668.779456,15642.34115
1992,11,30.475,-97.25,355.8058199,1791.318918,123.8542341,514.4483079,1084,566,122,1370,127,116,83,141,199,2826.804549,6196.492464,14780.33137
1992,12,30.475,-97.25,357.7810844,1792.849497,138.8662649,518.8287692,843,695,106,941,0,88,83,127,171,1834.806623,5479.043121,14358.29269
1993,1,30.475,-97.25,357.833291,1792.198302,129.4269095,528.2012587,988,666,88,820,739,88,56,100,144,2102.848423,5918.791902,14688.54097
1993,2,30.475,-97.25,359.6788648,1802.434108,152.4980829,532.0127942,881,638,100,728,196,110,70,125,180,3155.838302,7242.34333,15536.35286
1993,3,30.475,-97.25,360.9549361,1804.85605,144.3528112,541.479551,873,633,119,653,11,115,104,161,219,4372.48592,8870.558315,16530.43559
1993,4,30.475,-97.25,362.5156206,1802.587236,151.0623927,543.017734,706,623,150,780,0,129,126,190,255,5363.654408,10287.92551,17491.86644
1993,5,30.475,-97.25,360.2813042,1790.242927,135.1514606,541.7585672,847,603,208,1249,0,121,171,231,292,6006.651517,11149.25429,18253.84824
1993,6,30.475,-97.25,358.0236326,1798.759826,123.3501979,536.9846169,868,631,269,1385,0,96,228,276,324,5896.820841,11448.20316,18588.50457
1993,7,30.475,-97.25,355.5506606,1779.413025,90.23353034,532.7609947,50,511,275,5,0,119,236,296,356,6821.856293,11237.1236,18308.61571
1993,8,30.475,-97.25,354.4036675,1765.628543,99.72451137,523.7335494,477,465,283,138,0,141,236,306,377,6506.980373,10502.90737,17545.59431
1993,9,30.475,-97.25,353.6198033,1770.920828,100.3000933,521.894624,807,428,226,289,0,146,203,276,349,5473.900666,9265.210908,16612.1968
1993,10,30.475,-97.25,355.8644148,1773.634824,90.95491429,533.0969199,748,513,178,578,0,121,153,213,274,3883.457084,7678.389558,15643.6412
1993,11,30.475,-97.25,355.9194033,1785.748416,97.75610429,500.0752322,648,533,108,430,243,120,73,133,193,2685.72209,6203.618296,14780.12069
1993,12,30.475,-97.25,358.5557227,1829.300619,161.9371858,504.3051393,891,655,105,402,298,99,78,128,178,2209.566659,5479.561909,14357.43948
1994,1,30.475,-97.25,359.4444836,1802.951368,149.2406943,513.7853941,854,636,86,430,672,106,55,108,161,2419.227167,5910.784309,14682.54828
1994,2,30.475,-97.25,359.6943664,1776.693457,129.2429444,523.1496004,625,592,93,722,558,130,61,126,191,3087.596899,7228.405717,15528.2605
1994,3,30.475,-97.25,362.4405923,1801.507468,153.8286188,530.74308,785,601,125,412,0,136,104,172,240,4163.173329,8856.524625,16519.57974
1994,4,30.475,-97.25,361.9755374,1796.634436,151.405432,524.8481986,537,626,163,440,0,139,136,205,275,5021.347529,10277.6792,17483.98263
1994,5,30.475,-97.25,361.6339392,1793.178408,149.2768126,532.4701621,974,667,213,1117,0,89,193,237,282,5326.653726,11143.66793,18246.30423
1994,6,30.475,-97.25,359.6999516,1768.185383,107.805122,534.476981,647,554,286,183,0,123,228,289,351,6600.31004,11447.26117,18585.74414
1994,7,30.475,-97.25,358.3761162,1771.367196,104.5100907,543.2456129,328,477,270,164,0,130,242,307,372,6709.509299,11240.64402,18312.89824
1994,8,30.475,-97.25,357.0855507,1769.207595,145.1035681,539.0078476,597,514,260,1653,0,125,226,288,351,5928.409214,10511.54556,17557.78744
1994,9,30.475,-97.25,353.3147719,1781.147463,131.033165,519.446851,694,489,243,1094,0,138,188,257,326,5293.272125,9277.352893,16621.99952
1994,10,30.475,-97.25,356.536235,1828.106869,151.9319528,499.7761232,867,606,192,1792,0,105,170,222,275,3726.764689,7692.44012,15651.92007
1994,11,30.475,-97.25,359.7702193,1804.084542,132.0275044,503.0248308,890,608,151,764,0,106,125,178,231,2624.527312,6214.485411,14788.05688
1994,12,30.475,-97.25,360.3152428,1819.529253,184.4500633,508.2605081,1210,695,109,1449,0,93,83,130,177,2227.85215,5481.526398,14359.33273
1995,1,30.475,-97.25,364.2109389,1825.422146,150.6954674,512.7045847,833,626,91,264,512,113,62,118,175,2801.170324,5902.78244,14677.88238
1995,2,30.475,-97.25,362.3825206,1808.054148,158.1834935,520.8301931,527,582,102,372,133,124,72,134,196,3084.992637,7214.877476,15518.84641
1995,3,30.475,-97.25,363.3118046,1820.274699,169.1078726,527.0144966,868,687,127,598,0,100,108,158,208,3632.558269,8842.426438,16509.60188
1995,4,30.475,-97.25,363.8265357,1809.119332,148.7012107,527.3377374,622,623,160,703,0,126,135,198,261,5472.836249,10266.7466,17472.25491
1995,5,30.475,-97.25,363.757661,1804.100292,133.4982261,534.8767652,1159,649,232,2325,0,106,195,248,301,5688.528945,11137.7678,18240.62048
1995,6,30.475,-97.25,361.6740082,1770.475276,105.6867596,539.244842,765,546,249,675,0,120,203,263,323,6880.979105,11446.66945,18586.19479
1995,7,30.475,-97.25,360.2961975,1780.715497,107.0838769,542.8149384,512,482,282,207,0,135,226,293,361,6770.315316,11244.27741,18318.45353
1995,8,30.475,-97.25,356.8620266,1782.440962,96.25976913,529.45833,801,547,285,1353,0,127,230,294,358,6196.945735,10520.37184,17565.84052
1995,9,30.475,-97.25,356.3807791,1784.16764,86.23503451,521.5772277,786,503,243,654,0,126,200,263,326,5140.477797,9290.381264,16631.87662
1995,10,30.475,-97.25,359.7858142,1797.283791,105.5212219,509.6237322,233,399,171,357,0,164,135,217,299,4356.725564,7706.444083,15661.08825
1995,11,30.475,-97.25,362.637534,1832.917362,135.7295343,498.4209984,449,516,126,873,144,137,83,151,220,2926.506314,6224.505745,14795.31437
1995,12,30.475,-97.25,360.9408096,1818.455276,121.7884422,507.2496025,640,674,102,132,150,117,68,126,185,2297.938468,5483.130244,14360.11298
1996,1,30.475,-97.25,364.0452464,1823.933851,153.5678346,531.8288647,484,566,77,57,1346,156,23,101,179,2819.770655,5894.790693,14671.49899
1996,2,30.475,-97.25,364.2660437,1817.588111,170.034969,523.8447166,284,600,100,151,321,155,65,142,220,3500.146921,7228.838576,15523.42792
1996,3,30.475,-97.25,365.5198951,1821.046136,162.3666631,532.8570779,505,549,100,201,185,136,72,140,208,4437.059452,8881.592765,16532.50486
1996,4,30.475,-97.25,364.790243,1806.005339,134.9921998,531.6235836,627,632,151,518,0,163,122,204,286,5738.202422,10293.80416,17492.18743
1996,5,30.475,-97.25,366.0632641,1799.733034,141.7091007,540.4351622,426,568,251,493,0,117,215,274,333,5805.782316,11151.17888,18252.59667
1996,6,30.475,-97.25,363.584978,1783.000363,113.7994671,547.9428078,817,500,271,1084,0,123,221,282,344,6426.701938,11446.81624,18586.8611
1996,7,30.475,-97.25,361.9721884,1792.077953,104.9326377,540.3773755,438,475,277,56,0,129,241,306,371,6639.33337,11233.22551,18304.54258
1996,8,30.475,-97.25,359.2084149,1793.503843,124.6787209,544.0343622,1212,507,282,1675,0,112,234,290,346,5797.525973,10496.87411,17545.28338
1996,9,30.475,-97.25,358.0101585,1816.076051,118.665129,517.7284218,1030,544,244,846,0,121,197,257,318,4814.17022,9255.322602,16609.17582
1996,10,30.475,-97.25,360.846692,1814.846111,109.1806121,501.726879,528,472,180,271,0,130,147,212,277,3750.787109,7667.299378,15639.77055
1996,11,30.475,-97.25,362.7111011,1811.242841,114.2344669,498.5860749,885,506,133,1255,0,102,111,162,213,2559.966511,6195.437047,14779.82318
1996,12,30.475,-97.25,363.0845883,1815.896732,123.0777798,506.7977169,597,525,100,527,340,130,64,129,194,2549.388632,5478.630331,14357.80542
1997,1,30.475,-97.25,364.6067452,1819.79657,132.1536904,521.9070911,746,625,87,235,816,99,44,94,144,2615.346131,5920.227819,14689.57393
1997,2,30.475,-97.25,366.655043,1814.763063,152.6796678,521.687683,1031,579,103,1149,133,91,71,117,163,2946.762752,7244.210386,15537.72464
1997,3,30.475,-97.25,366.9554268,1824.543449,156.9756133,531.5793568,1004,620,130,422,0,126,111,174,237,3985.505059,8872.531177,16531.87817
1997,4,30.475,-97.25,368.0316714,1823.31039,151.0889297,533.7228611,969,673,141,1319,0,122,111,172,233,5052.213533,10289.64927,17492.98964
1997,5,30.475,-97.25,366.5576732,1809.582967,130.9449895,535.3621918,1019,585,208,1627,0,98,176,225,274,5378.233723,11150.28702,18253.93774
1997,6,30.475,-97.25,365.2536556,1796.71178,131.8552676,534.2948161,842,550,262,2261,0,97,213,261,310,6101.840926,11448.25052,18589.11977
1997,7,30.475,-97.25,361.8874498,1799.82339,94.18213675,525.4937168,198,488,270,146,0,132,223,289,355,6563.001069,11236.24159,18307.55995
1997,8,30.475,-97.25,360.1679133,1786.943302,91.09363384,514.8308957,748,450,274,607,0,130,220,285,350,6048.640704,10501.56169,17545.40615
1997,9,30.475,-97.25,358.9910613,1794.26455,97.05447579,504.2281567,678,532,246,297,0,147,205,278,352,5314.218872,9263.227731,16611.38866
1997,10,30.475,-97.25,362.2871009,1832.49643,141.0165866,505.9423777,878,481,182,1317,0,108,162,216,270,3894.868998,7676.459801,15642.34359
1997,11,30.475,-97.25,364.162749,1815.761447,126.9416255,493.1938074,789,543,121,845,146,78,101,140,179,2650.263529,6202.490594,14780.0529
1997,12,30.475,-97.25,366.209166,1832.740239,158.9193321,498.7923666,1221,613,94,1255,1018,125,40,103,165,2631.369125,5479.583677,14356.93355
1998,1,30.475,-97.25,366.9305633,1814.275689,185.7478906,515.7870074,1165,599,103,215,104,123,96,157,219,2255.007439,5911.786365,14684.5012
1998,2,30.475,-97.25,367.7581455,1820.022852,153.2332392,518.7358896,881,474,104,812,79,82,90,131,172,3508.675137,7230.220825,15529.13386
1998,3,30.475,-97.25,369.1681116,1832.379491,169.7354431,526.3608988,1066,563,119,883,51,101,103,153,204,4624.585535,8858.518338,16521.18293
1998,4,30.475,-97.25,369.6378454,1824.490885,165.5104433,531.0809915,453,620,150,183,0,111,141,196,252,6233.830507,10278.63982,17484.22851
1998,5,30.475,-97.25,369.4580805,1825.537709,166.2594516,559.2861502,232,551,233,191,0,150,194,269,344,6307.122265,11144.31329,18247.24657
1998,6,30.475,-97.25,366.7567217,1829.338771,150.1829145,546.6229346,407,540,288,429,0,136,234,302,370,6643.331769,11447.25932,18585.86544
1998,7,30.475,-97.25,365.9531928,1823.323628,142.6724261,555.8259288,245,508,293,249,0,136,243,311,379,7024.876769,11240.26305,18312.44881
1998,8,30.475,-97.25,363.030338,1812.045507,117.9996657,545.7839484,895,480,284,308,0,127,236,300,363,5667.378642,10510.53434,17555.96284
1998,9,30.475,-97.25,363.4535311,1811.822346,111.653422,534.5336806,685,562,269,1381,0,122,226,287,348,4795.606037,9276.12559,16620.77173
1998,10,30.475,-97.25,365.9471214,1849.699762,165.3997889,523.3923003,927,523,189,2836,0,102,172,223,274,3734.744844,7690.503528,15651.51191
1998,11,30.475,-97.25,367.7378893,1835.254945,146.0917984,528.6033909,922,541,143,1154,0,101,124,174,225,2584.566416,6212.613151,14787.5802
1998,12,30.475,-97.25,367.6414385,1836.365998,143.0925647,521.5015167,907,517,94,479,414,108,62,116,170,2280.65403,5481.135078,14358.84765
1999,1,30.475,-97.25,370.2968076,1839.681455,153.920601,531.0627272,1038,583,92,174,457,168,45,129,213,3164.362345,5903.78889,14678.79813
1999,2,30.475,-97.25,371.3118049,1838.514666,159.1521959,533.9941094,317,524,113,64,0,179,79,168,258,3550.050697,7216.37558,15520.24921
1999,3,30.475,-97.25,371.6931496,1838.943447,169.0364407,539.2387867,1254,586,124,1114,18,146,96,169,242,3923.903826,8844.042124,16510.57441
1999,4,30.475,-97.25,372.0564832,1827.188718,152.3589686,541.4643777,457,648,169,236,0,145,148,220,293,5309.59919,10267.79593,17473.59959
1999,5,30.475,-97.25,371.9324345,1833.721936,151.0431878,537.7505721,840,565,219,1760,0,121,187,247,308,5812.009115,11138.69704,18240.61527
1999,6,30.475,-97.25,371.2623817,1820.535977,116.6108851,539.4961709,738,575,268,937,0,99,223,273,323,6114.626144,11446.66592,18586.776
1999,7,30.475,-97.25,366.7687619,1778.01749,82.73900618,534.4144405,474,492,270,388,0,119,223,283,343,6467.152157,11244.23346,18317.38531
1999,8,30.475,-97.25,365.0017861,1798.68426,80.00262134,536.2812657,359,451,294,65,0,154,226,303,380,6508.831887,10519.39357,17564.90707
1999,9,30.475,-97.25,363.2365329,1807.298808,88.91615271,510.082731,528,532,224,199,0,158,187,266,345,5686.575149,9288.861909,16630.4735
1999,10,30.475,-97.25,366.0507419,1807.861345,96.77103252,507.1886795,399,482,164,116,0,175,123,210,298,4428.738718,7704.472817,15660.2122
1999,11,30.475,-97.25,368.8133358,1827.353891,105.2454736,506.8468899,255,506,133,63,0,171,83,168,254,3695.729947,6223.484364,14793.63789
1999,12,30.475,-97.25,370.8852127,1829.537498,107.4477892,510.5227214,524,548,91,269,777,142,40,111,182,2911.074494,5483.104986,14358.99377
2000,1,30.475,-97.25,371.054252,1823.625108,105.7894932,523.7629437,811,621,101,993,339,140,51,121,191,3017.732083,5895.793352,14672.86884
